Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
D,Fateweaver Jax,6,Easy,5.04,0.04,4.5%,40.0%,Jax | Twisted Fate | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Caitlyn★ (Deathblade, Giant Slayer, Red Buff) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
D,Challenger Bel'Veth,6,Easy,5.05,0.04,4.5%,40.5%,Bel'Veth | Akali | Kindred | Maokai | Aatrox | Briar | Caitlyn | Rek'Sai,"Bel'Veth★ (Infinity Edge, Giant Slayer, Quicksilver) | Akali★ (Bloodthirster, Edge of Night, Giant Slayer) | Kindred | Maokai | Aatrox★ | Briar★ | Caitlyn★ | Rek'Sai★"
D,Meeple Rammus,,Easy,5.09,0.02,13.7%,38.0%,Rammus | Corki | Bard | Fizz | Gnar | Meepsie | Milio | Poppy,"Rammus (Bramble Vest, Gargoyle Stoneplate, Spirit Visage) | Corki (Deathblade, Deathblade, Infinity Edge) | Bard (Blue Buff, Jeweled Gauntlet, Morellonomicon) | Fizz | Gnar | Meepsie | Milio | Poppy"
D,Timebreaker Ezreal,5,Easy,5.12,0.05,11.2%,37.1%,Ezreal | Cho'Gath | Pantheon | Riven | Tahm Kench | Kai'Sa | Maokai | Milio,"Ezreal★ (Dark Star Emblem, Infinity Edge, Spear of Shojin) | Cho'Gath★ (Crownguard, Protector's Vow, Warmog's Armor) | Pantheon★ (Sunfire Cape, Evenshroud, Warmog's Armor) | Riven | Tahm Kench | Kai'Sa | Maokai | Milio★"
D,Bastion Corki,,Easy,5.19,0.02,4.1%,39.5%,Corki | Rammus | Shen | Caitlyn | Ornn | Jax | Aatrox | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Shen (Stargazer Emblem) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Ornn | Jax | Aatrox | Poppy"
D,Dark Lady Morgana,,Hard,5.35,0.08,9.4%,32.3%,Morgana | Vex | Graves | Blitzcrank | Fiora | Shen | Nunu & Willump | Akali | Aatrox,"Morgana (Crownguard, Sunfire Cape, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Red Buff) | Graves (Deathblade, Striker's Flail, Spear of Shojin) | Blitzcrank (Hand Of Justice) | Fiora | Shen | Nunu & Willump | Akali | Aatrox"
D,Primordian Briar,5,Easy,5.39,0.03,5.1%,35.1%,Briar | Bel'Veth | Rek'Sai | Kai'Sa | Kindred | Rhaast | Akali | Cho'Gath,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Rogue Emblem, Giant Slayer, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kai'Sa★ (Infinity Edge, Last Whisper, Striker's Flail) | Kindred | Rhaast | Akali★ | Cho'Gath★"
D,Space Groove Nami Nunu & Willump,,Easy,5.41,0.02,5.6%,32.3%,Nami | Nunu & Willump | Blitzcrank | Illaoi | Ornn | Lissandra | Nasus | Teemo,"Nami (Blue Buff, Morellonomicon, Void Staff) | Nunu & Willump (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Rabadon's Deathcap, Spear of Shojin) | Illaoi (Gargoyle Stoneplate, Warmog's Armor, Warmog's Armor) | Ornn | Lissandra | Nasus | Teemo"
D,Space Groove Samira,7,Easy,5.46,0.08,5.8%,30.3%,Samira | Xayah | Nunu & Willump | Tahm Kench | Maokai | Rhaast | Jax | Aatrox,"Samira★ (Deathblade, Infinity Edge, Spear of Shojin) | Xayah (Last Whisper, Red Buff, Kraken's Fury) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench | Maokai | Rhaast | Jax | Aatrox"
D,Brawler Maokai,,Easy,5.82,0.02,8.9%,26.3%,Maokai | Tahm Kench | Graves | Vex | Jhin | Shen | Pantheon | Aatrox | Cho'Gath,"Maokai (Sunfire Cape, Evenshroud, Warmog's Armor) | Tahm Kench (Crownguard, Gargoyle Stoneplate, Warmog's Armor) | Graves (Deathblade, Guinsoo's Rageblade, Infinity Edge) | Vex (Guinsoo's Rageblade, Giant Slayer, Void Staff) | Jhin | Shen | Pantheon | Aatrox | Cho'Gath★"
D,Anima Illaoi,,Easy,6.51,0.01,11.0%,16.9%,Illaoi | Fiora | Jinx | Aurora | Karma | Bel'Veth | Mordekaiser | Briar,"Illaoi (Gargoyle Stoneplate, Sunfire Cape, Evenshroud) | Fiora (Challenger Emblem, Bloodthirster, Sterak's Gage) | Jinx★ (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Aurora (Searing Shortbow, Jeweled Gauntlet, Nashor's Tooth) | Karma | Bel'Veth | Mordekaiser | Briar"
