Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
죽음의 검,B,4.10,-0.17,15.8%,7037,18.6%,진 | 코르키 | 킨드레드 | 이즈리얼 | 케이틀린
최후의 속삭임,B,4.17,-0.16,15.8%,7456,19.8%,진 | 코르키 | 킨드레드 | 자야 | 카이사
라바돈의 죽음모자,B,4.11,-0.16,15.3%,6780,18.0%,트위스티드 페이트 | 카르마 | 오로라 | 벡스 | 빅토르
마법공학 총검,B,4.09,-0.16,14.8%,6608,17.5%,벡스 | 티모 | 르블랑 | 진 | 탈론
굳건한 심장,B,4.02,-0.16,15.3%,6077,16.1%,누누와 윌럼프 | 람머스 | 탐 켄치 | 일라오이 | 마오카이
붉은 덩굴정령,B,4.12,-0.15,16.5%,6310,16.7%,진 | 자야 | 킨드레드 | 카르마 | 벡스
덤불 조끼,B,3.97,-0.14,15.6%,5302,14.1%,람머스 | 누누와 윌럼프 | 탐 켄치 | 일라오이 | 마오카이
모렐로노미콘,B,4.26,-0.13,13.8%,6713,17.8%,카르마 | 바드 | 오로라 | 나미 | 리산드라
크라켄의 분노,B,4.18,-0.12,13.7%,5730,15.2%,자야 | 킨드레드 | 벨베스 | 진 | 케이틀린
거인의 결의,B,4.26,-0.12,12.8%,6001,15.9%,브라이어 | 리븐 | 피오라 | 거대 메크 로봇 | 마스터 이
내셔의 이빨,B,4.38,-0.11,13.5%,6990,18.5%,트위스티드 페이트 | 나미 | 베이가 | 카르마 | 룰루
푸른 파수꾼,B,4.18,-0.11,15.0%,5126,13.6%,카르마 | 카이사 | 코르키 | 오로라 | 바드
용의 발톱,B,4.31,-0.11,12.8%,5927,15.7%,누누와 윌럼프 | 람머스 | 일라오이 | 탐 켄치 | 마오카이
대천사의 지팡이,C,4.22,-0.09,14.5%,4261,11.3%,빅토르 | 아우렐리온 솔 | 카르마 | 오로라 | 바드
이온 충격기,C,4.25,-0.08,13.9%,3992,10.6%,일라오이 | 누누와 윌럼프 | 블리츠크랭크 | 탐 켄치 | 람머스
여신의 눈물,C,4.79,-0.01,9.7%,1376,3.6%,카르마 | 바드 | 누누와 윌럼프 | 마오카이 | 리산드라
쓸데없이 큰 지팡이,C,4.81,-0.01,9.8%,1314,3.5%,카르마 | 바드 | 밀리오 | 리산드라 | 오로라
음전자 망토,C,4.82,-0.01,9.4%,1303,3.5%,일라오이 | 모데카이저 | 누누와 윌럼프 | 라아스트 | 마오카이
거인의 허리띠,C,4.87,-0.01,10.4%,1744,4.6%,마오카이 | 일라오이 | 누누와 윌럼프 | 탐 켄치 | 모데카이저
연습용 장갑,C,4.79,-0.01,10.6%,1036,2.7%,진 | 카르마 | 블리츠크랭크 | 아칼리 | 바드
쇠사슬 조끼,C,4.82,-0.01,10.4%,1217,3.2%,마오카이 | 일라오이 | 모데카이저 | 누누와 윌럼프 | 라아스트
B.F. 대검,C,4.82,-0.01,8.8%,1182,3.1%,진 | 아칼리 | 리븐 | 킨드레드 | 카이사
곡궁,C,4.90,-0.00,8.7%,1464,3.9%,카르마 | 진 | 리산드라 | 바드 | 킨드레드
프라이팬,D,7.25,+0.00,0.0%,4,0.0%,라아스트 | 리산드라 | 아칼리 | 모데카이저 | 오른
뒤집개,D,5.90,+0.23,2.4%,41,0.1%,리븐 | 카르마 | 리산드라 | 바드 | 아칼리
