Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Last Whisper,B,4.18,-0.18,15.1%,22541,21.4%,Jhin | Corki | Kindred | Kai'Sa | Xayah
Infinity Edge,B,4.43,-0.18,14.3%,32262,30.6%,Jhin | Kai'Sa | Ezreal | Urgot | Xayah
Evenshroud,B,4.32,-0.17,13.7%,27142,25.8%,Tahm Kench | Maokai | Rammus | Nunu & Willump | Rek'Sai
Deathblade,B,4.09,-0.17,15.4%,19983,19.0%,Corki | Jhin | Ezreal | Kindred | Kai'Sa
Quicksilver,B,4.30,-0.17,13.4%,25947,24.6%,Master Yi | Urgot | Bel'Veth | Fiora | Riven
Void Staff,B,4.22,-0.17,14.6%,23325,22.2%,Karma | Bard | Nami | Lissandra | Zoe
Bloodthirster,B,4.21,-0.17,13.9%,22907,21.8%,Riven | Briar | Fiora | Blitzcrank | Master Yi
Hand Of Justice,B,4.05,-0.17,14.9%,19044,18.1%,Fiora | Riven | Master Yi | Blitzcrank | Briar
Rabadon's Deathcap,B,4.10,-0.16,15.4%,18417,17.5%,Twisted Fate | Karma | Teemo | Aurora | Vex
Bramble Vest,B,3.92,-0.16,16.3%,15328,14.6%,Rammus | Nunu & Willump | Tahm Kench | Maokai | Illaoi
Hextech Gunblade,B,4.08,-0.16,15.1%,17937,17.0%,Vex | Teemo | LeBlanc | Talon | Kindred
Steadfast Heart,B,4.05,-0.15,15.5%,16953,16.1%,Nunu & Willump | Tahm Kench | Rammus | Illaoi | Maokai
Red Buff,B,4.11,-0.15,16.1%,17544,16.7%,Jhin | Kindred | Karma | Xayah | Corki
Morellonomicon,B,4.23,-0.14,14.3%,18565,17.6%,Karma | Bard | Aurora | Zoe | Lissandra
Kraken's Fury,B,4.19,-0.12,13.7%,15996,15.2%,Kindred | Xayah | Bel'Veth | Jhin | Caitlyn
Titan's Resolve,B,4.27,-0.12,12.7%,16777,15.9%,Briar | Riven | Fiora | The Mighty Mech | Master Yi
Nashor's Tooth,B,4.38,-0.11,13.1%,19392,18.4%,Twisted Fate | Lulu | Nami | Karma | Veigar
Blue Buff,B,4.20,-0.11,14.8%,15111,14.4%,Kai'Sa | Karma | Corki | Bard | Aurora
Dragon's Claw,B,4.31,-0.11,13.0%,16063,15.3%,Nunu & Willump | Rammus | Tahm Kench | Illaoi | Maokai
Archangel's Staff,C,4.20,-0.08,14.0%,11070,10.5%,Karma | Viktor | Aurelion Sol | Aurora | Bard
Ionic Spark,C,4.22,-0.08,14.3%,10645,10.1%,Illaoi | Nunu & Willump | Blitzcrank | Tahm Kench | Rammus
Tear of the Goddess,C,4.75,-0.01,9.6%,3755,3.6%,Karma | Bard | Nunu & Willump | Maokai | Milio
Negatron Cloak,C,4.80,-0.01,9.5%,3615,3.4%,Illaoi | Maokai | Mordekaiser | Nunu & Willump | Tahm Kench
Sparring Gloves,C,4.77,-0.01,10.5%,2984,2.8%,Jhin | Karma | Kai'Sa | Blitzcrank | Akali
Giant's Belt,C,4.87,-0.01,9.8%,4807,4.6%,Maokai | Illaoi | Tahm Kench | Nunu & Willump | Mordekaiser
Chain Vest,C,4.84,-0.01,9.3%,3387,3.2%,Maokai | Illaoi | Mordekaiser | Tahm Kench | Nunu & Willump
Needlessly Large Rod,C,4.87,-0.00,9.6%,3729,3.5%,Karma | Milio | Bard | Lissandra | Aurora
B.F. Sword,C,4.93,-0.00,9.2%,3301,3.1%,Jhin | Riven | Kai'Sa | Kindred | Urgot
Recurve Bow,C,4.97,-0.00,8.7%,4064,3.9%,Karma | Jhin | Kindred | Lissandra | Milio
Frying Pan,D,6.93,+0.00,0.0%,15,0.0%,Kindred | Lissandra | Riven | Maokai | Tahm Kench
Spatula,D,5.57,+0.18,6.2%,130,0.1%,Riven | Karma | Lissandra | Kindred | Urgot
