Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Hextech Gunblade,B,4.09,-0.16,14.8%,6608,17.5%,Vex | Teemo | LeBlanc | Jhin | Talon
Steadfast Heart,B,4.02,-0.16,15.3%,6077,16.1%,Nunu & Willump | Rammus | Tahm Kench | Illaoi | Maokai
Red Buff,B,4.12,-0.15,16.5%,6310,16.7%,Jhin | Xayah | Kindred | Karma | Vex
Bramble Vest,B,3.97,-0.14,15.6%,5302,14.1%,Rammus | Nunu & Willump | Tahm Kench | Illaoi | Maokai
Morellonomicon,B,4.26,-0.13,13.8%,6713,17.8%,Karma | Bard | Aurora | Nami | Lissandra
Kraken's Fury,B,4.18,-0.12,13.7%,5730,15.2%,Xayah | Kindred | Bel'Veth | Jhin | Caitlyn
Titan's Resolve,B,4.26,-0.12,12.8%,6001,15.9%,Briar | Riven | Fiora | The Mighty Mech | Master Yi
Nashor's Tooth,B,4.38,-0.11,13.5%,6990,18.5%,Twisted Fate | Nami | Veigar | Karma | Lulu
Blue Buff,B,4.18,-0.11,15.0%,5126,13.6%,Karma | Kai'Sa | Corki | Aurora | Bard
Dragon's Claw,B,4.31,-0.11,12.8%,5927,15.7%,Nunu & Willump | Rammus | Illaoi | Tahm Kench | Maokai
Archangel's Staff,C,4.22,-0.09,14.5%,4261,11.3%,Viktor | Aurelion Sol | Karma | Aurora | Bard
Ionic Spark,C,4.25,-0.08,13.9%,3992,10.6%,Illaoi | Nunu & Willump | Blitzcrank | Tahm Kench | Rammus
Tear of the Goddess,C,4.79,-0.01,9.7%,1376,3.6%,Karma | Bard | Nunu & Willump | Maokai | Lissandra
Needlessly Large Rod,C,4.81,-0.01,9.8%,1314,3.5%,Karma | Bard | Milio | Lissandra | Aurora
Negatron Cloak,C,4.82,-0.01,9.4%,1303,3.5%,Illaoi | Mordekaiser | Nunu & Willump | Rhaast | Maokai
Giant's Belt,C,4.87,-0.01,10.4%,1744,4.6%,Maokai | Illaoi | Nunu & Willump | Tahm Kench | Mordekaiser
Sparring Gloves,C,4.79,-0.01,10.6%,1036,2.7%,Jhin | Karma | Blitzcrank | Akali | Bard
Chain Vest,C,4.82,-0.01,10.4%,1217,3.2%,Maokai | Illaoi | Mordekaiser | Nunu & Willump | Rhaast
B.F. Sword,C,4.82,-0.01,8.8%,1182,3.1%,Jhin | Akali | Riven | Kindred | Kai'Sa
Recurve Bow,C,4.90,-0.00,8.7%,1464,3.9%,Karma | Jhin | Lissandra | Bard | Kindred
Frying Pan,D,7.25,+0.00,0.0%,4,0.0%,Rhaast | Lissandra | Akali | Mordekaiser | Ornn
Spatula,D,5.90,+0.23,2.4%,41,0.1%,Riven | Karma | Lissandra | Bard | Akali
